id;name;images;tags;商品编号：;价格：;品牌：;重量：;评价：;购买数量：;商品总价：;na;产地：;促销价:;剩余时间：;
352;韩国章鱼哥汤面124g 汤底很鲜很赞;http://www.chishenghuo.com/eimages/201409/goods_img/352_P_1411582320894.jpg;韩国章鱼哥汤面124g,汤底很鲜很赞,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-5190;$1.68;NONGSHIM农心;124克; (已有0人评论);减少数量 增加数量;;na;;;;
353;韩国农心辣拌面 145g;http://www.chishenghuo.com/eimages/201409/goods_img/353_P_1411581838442.jpg;韩国农心辣拌面,145g,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-2764;$1.99;NONGSHIM农心;145克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
354;韩国进口原味洋葱圈 经典怀旧零食 90g;http://www.chishenghuo.com/eimages/201409/goods_img/354_P_1411577047206.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/354_P_1411581192162.jpg;韩国进口原味洋葱圈,经典怀旧零食,90g,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;WA-0210;$2.29;NONGSHIM农心;90克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
355;韩国农心豚骨拉面 120g;http://www.chishenghuo.com/eimages/201412/goods_img/355_P_1418245303418.jpg;韩国农心豚骨拉面,120g,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-2583;$1.88;NONGSHIM农心;45克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
356;台湾明奇芋头酥 蛋奶素;http://www.chishenghuo.com/eimages/201409/goods_img/356_P_1411580040005.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/356_P_1411581159681.jpg;台湾明奇芋头酥,蛋奶素,脆棒,麻薯,凤梨酥,饼干,糕点,甜品,休闲零食;YL-0201;$2.99;明奇;150克; (已有0人评论);减少数量 增加数量;;na;中华;;;
357;澳门香香 迷你芝麻紫菜杏仁饼;http://www.chishenghuo.com/eimages/201410/goods_img/357_P_1412200608125.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/357_P_1414690921804.jpg;澳门香香,迷你芝麻紫菜杏仁饼,蛋卷,杏仁饼,方块酥,饼干,糕点,甜品,休闲零食;YL-3293;$4.99;香香食品;150克; (已有0人评论);减少数量 增加数量;;na;中华;;;
358;台湾风味 薄盐 熟咸蛋;http://www.chishenghuo.com/eimages/201412/goods_img/358_P_1417716761386.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/358_P_1412017342373.jpg;台湾风味,薄盐,熟咸蛋,拌饭,罐头,蛋类,方便,速食,饮料,休闲零食;YL-7138;$3.38;;260克; (已有0人评论);减少数量 增加数量;;na;中华;;;
359;台湾风味 薄盐 松花皮蛋;http://www.chishenghuo.com/eimages/201409/goods_img/359_P_1412021056116.jpg,http://www.chishenghuo.com/eimages/201412/goods_img/359_P_1417716085406.jpg;台湾风味,薄盐,松花皮蛋,拌饭,罐头,蛋类,方便,速食,饮料,休闲零食;YL-7139;$3.38;;260克; (已有0人评论);减少数量 增加数量;;na;中华;;;
361;老杨鸡蛋方块酥 120g;http://www.chishenghuo.com/eimages/201410/goods_img/361_P_1412268893480.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/361_P_1412798891284.jpg;老杨鸡蛋方块酥,120g,蛋卷,杏仁饼,方块酥,饼干,糕点,甜品,休闲零食;YL-2396;$1.88;老杨;120克; (已有0人评论);减少数量 增加数量;;na;中华;;;
362;老杨麦纤方块酥 120g;http://www.chishenghuo.com/eimages/201410/goods_img/362_P_1412268877391.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/362_P_1412803056346.jpg;老杨麦纤方块酥,120g,蛋卷,杏仁饼,方块酥,饼干,糕点,甜品,休闲零食;YL-2374;$1.88;老杨;120克; (已有0人评论);减少数量 增加数量;;na;中华;;;
364;正宗新会旧陈皮;http://www.chishenghuo.com/eimages/201410/goods_img/364_P_1412205823711.jpg;正宗新会旧陈皮,滋补品,药材,海味,调味,养生,休闲零食;YL-0591;$5.49;;113克; (已有0人评论);减少数量 增加数量;;na;中华;;;
365;大厨牌八角粉;http://www.chishenghuo.com/eimages/201410/goods_img/365_P_1412268476707.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/365_P_1412805936962.jpg;大厨牌八角粉,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-2272;$1.99;;20克; (已有0人评论);减少数量 增加数量;;na;中华;;;
366;五兴牌黑胡椒盐 65g;http://www.chishenghuo.com/eimages/201409/goods_img/366_P_1411594827523.jpg;五兴牌黑胡椒盐,65g,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-0105;$2.08;;65克; (已有0人评论);减少数量 增加数量;;na;中华;;;
367;KoriNoHana特级超浓椰子糖;http://www.chishenghuo.com/eimages/201409/goods_img/367_P_1411595534138.png;KoriNoHana特级超浓椰子糖,奶糖,软糖,夹心糖,糖果,软糖,巧克力,休闲零食;YL-2651;$2.68;;250克; (已有0人评论);减少数量 增加数量;;na;中华;;;
368;鹦鹉牌大红八角;http://www.chishenghuo.com/eimages/201409/goods_img/368_P_1411597394817.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/368_P_1412794388401.jpg;鹦鹉牌大红八角,五谷杂粮,干货,汤包,海味,调味,养生,休闲零食;YL-1124;$2.56;鹦鹉牌;85克; (已有0人评论);减少数量 增加数量;;na;中华;;;
369;鹦鹉牌天然野生昆布;http://www.chishenghuo.com/eimages/201409/goods_img/369_P_1411600276601.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/369_P_1412804211346.jpg;鹦鹉牌天然野生昆布,五谷杂粮,干货,汤包,海味,调味,养生,休闲零食;YL-2339;$1.68;鹦鹉牌;113克; (已有0人评论);减少数量 增加数量;;na;中华;;;
370;马来西亚进口黑胡椒粉;http://www.chishenghuo.com/eimages/201410/goods_img/370_P_1412268682870.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/370_P_1412794793592.jpg;马来西亚进口黑胡椒粉,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-9237;$3.99;马来西亚;54克; (已有0人评论);减少数量 增加数量;;na;马来西亚;;;
371;老孔回锅肉川菜调味料;http://www.chishenghuo.com/eimages/201409/goods_img/371_P_1412015114356.jpg;老孔回锅肉川菜调味料,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-2010;$2.28;AH HUNG老孔;200克; (已有0人评论);减少数量 增加数量;;na;中华;;;
372;力成马标ROXY椒盐调味素45g;http://www.chishenghuo.com/eimages/201410/goods_img/372_P_1412794249611.jpg;力成马标ROXY椒盐调味素45g,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-5051;$0.89;ROXY力成马标;45克; (已有0人评论);减少数量 增加数量;;na;中华;;;
373;日本进口FUJIYA不二家 LOOK 抹茶红豆夹心巧克力;http://www.chishenghuo.com/eimages/201409/goods_img/373_P_1411662898564.jpg;日本进口FUJIYA不二家,LOOK,抹茶红豆夹心巧克力,巧克力,润喉糖,味觉糖,糖果,软糖,巧克力,休闲零食;NI-0306;$2.39;FUJIYA不二家;25克; (已有0人评论);减少数量 增加数量;;na;;;;
375;五香粉 56.7g;http://www.chishenghuo.com/eimages/201410/goods_img/375_P_1412268406410.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/375_P_1412794318311.jpg;五香粉,56.7g,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-8155;$1.68;;57克; (已有0人评论);减少数量 增加数量;;na;中华;;;
376;日本SHIRAKIKU香辣烟熏鱿鱼丝57克小包装;http://www.chishenghuo.com/eimages/201409/goods_img/376_P_1411681913077.jpg;日本SHIRAKIKU香辣烟熏鱿鱼丝57克小包装,海味,鱿鱼丝,海苔,鱼肠,海味,调味,养生,休闲零食;NI-5116;$2.49;SHIRAKIKU;57克; (已有0人评论);减少数量 增加数量;;na;中华;;;
377;日本GLICO格力高POCKY百奇杏仁巧克力棒;http://www.chishenghuo.com/eimages/201409/goods_img/377_P_1411665303982.jpg;日本GLICO格力高POCKY百奇杏仁巧克力棒,饼干,曲奇,威化,饼干,糕点,甜品,休闲零食;NI-5231;$1.99;GLICO格力高;70克; (已有0人评论);减少数量 增加数量;;na;日本;;;
378;日本GLICO格力高POCKY百奇极细巧克力棒;http://www.chishenghuo.com/eimages/201409/goods_img/378_P_1411665909157.jpg;日本GLICO格力高POCKY百奇极细巧克力棒,饼干,曲奇,威化,饼干,糕点,甜品,休闲零食;NI-8658;$1.99;GLICO格力高;70克; (已有0人评论);减少数量 增加数量;;na;日本;;;
379;日本乐天LOTTE巧克力夹心千层派 64层好滋味;http://www.chishenghuo.com/eimages/201409/goods_img/379_P_1411667232987.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/379_P_1411667432452.jpg;日本乐天LOTTE巧克力夹心千层派,64层好滋味,蛋糕,面包,派,饼干,糕点,甜品,休闲零食;NI-8320;$2.49;LOTTE乐天;73克; (已有0人评论);减少数量 增加数量;;na;日本;;;
380;张君雅小妹妹日式串烧休闲丸子 海苔味;http://www.chishenghuo.com/eimages/201409/goods_img/380_P_1411667938534.png;张君雅小妹妹日式串烧休闲丸子,海苔味,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;NI-3200;$1.69;张君雅小妹妹;80克; (已有0人评论);减少数量 增加数量;;na;中华;;;
381;张君雅小妹妹日式干吃点心面 原味鸡味;http://www.chishenghuo.com/eimages/201409/goods_img/381_P_1411669304244.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/381_P_1411669389225.jpg;张君雅小妹妹日式干吃点心面,原味鸡味,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;NI-2794;$1.69;张君雅小妹妹;80克; (已有0人评论);减少数量 增加数量;;na;中华;;;
382;张君雅小妹妹日式串烧休闲丸子 BBQ味;http://www.chishenghuo.com/eimages/201409/goods_img/382_P_1411669710940.jpg;张君雅小妹妹日式串烧休闲丸子,BBQ味,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;NI-0585;$1.69;张君雅小妹妹;80克; (已有0人评论);减少数量 增加数量;;na;中华;;;
383;独立下单 全网独家代理 真空包装 绝味好吃停不下 麻辣鸭翅膀 450克;http://www.chishenghuo.com/eimages/201410/goods_img/383_P_1413854104143.jpg;独立下单,全网独家代理,真空包装,绝味好吃停不下,麻辣鸭翅膀,450克,纯味熟食系列,纯味鸭脖系列;EYM000383;$11.99;纯味系列;450克; (已有0人评论);减少数量 增加数量;;na;;;;
384;张君雅小妹妹日式巧克力甜甜圈;http://www.chishenghuo.com/eimages/201409/goods_img/384_P_1411670032976.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/384_P_1411670170193.jpg;张君雅小妹妹日式巧克力甜甜圈,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;NI-3299;$1.69;张君雅小妹妹;45克; (已有0人评论);减少数量 增加数量;;na;中华;;;
385;张君雅小妹妹日式点心干吃面 酱油味;http://www.chishenghuo.com/eimages/201409/goods_img/385_P_1411670458834.JPG,http://www.chishenghuo.com/eimages/201409/goods_img/385_P_1411670652644.jpg;张君雅小妹妹日式点心干吃面,酱油味,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;NI-0586;$1.69;张君雅小妹妹;80克; (已有0人评论);减少数量 增加数量;;na;中华;;;
386;独立下单 全网独家代理 真空包装 绝味好吃停不下 麻辣鸭头 450克;http://www.chishenghuo.com/eimages/201410/goods_img/386_P_1413854310691.jpg;独立下单,全网独家代理,真空包装,绝味好吃停不下,麻辣鸭头,450克,纯味熟食系列,纯味鸭脖系列;EYM000386;$11.99;纯味系列;450克; (已有1人评论);减少数量 增加数量;;na;;;;
387;日本格力高GLICO香浓生煎抹茶Pocky巧克力脆棒2包入 期间限定;http://www.chishenghuo.com/eimages/201409/goods_img/387_P_1411671192559.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/387_P_1411671303260.jpg;日本格力高GLICO香浓生煎抹茶Pocky巧克力脆棒2包入,期间限定,饼干,曲奇,威化,饼干,糕点,甜品,休闲零食;NI-8423;$1.99;GLICO格力高;61克; (已有0人评论);减少数量 增加数量;;na;日本;;;
388;日本明治Chelsea优格糖;http://www.chishenghuo.com/eimages/201409/goods_img/388_P_1411676318382.png,http://www.chishenghuo.com/eimages/201409/goods_img/388_P_1411676523914.jpg;日本明治Chelsea优格糖,奶糖,软糖,夹心糖,糖果,软糖,巧克力,休闲零食;NI-3041;$1.99;MEIJI明治;45克; (已有0人评论);减少数量 增加数量;;na;日本;;;
389;日本明治Chelsea苏格兰奶油糖;http://www.chishenghuo.com/eimages/201409/goods_img/389_P_1411676677618.png;日本明治Chelsea苏格兰奶油糖,奶糖,软糖,夹心糖,糖果,软糖,巧克力,休闲零食;NI-3040;$1.99;MEIJI明治;45克; (已有0人评论);减少数量 增加数量;;na;日本;;;
391;日本SHIRAKIKU辣味烟熏鱿鱼丝170克大包装;http://www.chishenghuo.com/eimages/201409/goods_img/391_P_1411682333005.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/391_P_1411682083279.jpg;日本SHIRAKIKU辣味烟熏鱿鱼丝170克大包装,海味,鱿鱼丝,海苔,鱼肠,海味,调味,养生,休闲零食;NI-5153;$6.19;SHIRAKIKU;170克; (已有0人评论);减少数量 增加数量;;na;中华;;;
392;日本SHIRAKIKU香辣鱿鱼丝170克大包装;http://www.chishenghuo.com/eimages/201409/goods_img/392_P_1411682470207.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/392_P_1411682526366.jpg;日本SHIRAKIKU香辣鱿鱼丝170克大包装,海味,鱿鱼丝,海苔,鱼肠,海味,调味,养生,休闲零食;NI-5117;$6.59;SHIRAKIKU;170克; (已有0人评论);减少数量 增加数量;;na;日本;;;
394;独立下单 全网独家代理 真空包装 绝味好吃停不下 麻辣鸭下巴 300克;http://www.chishenghuo.com/eimages/201410/goods_img/394_P_1413854375631.jpg;独立下单,全网独家代理,真空包装,绝味好吃停不下,麻辣鸭下巴,,300克,纯味熟食系列,纯味鸭脖系列;EYM000394;$18.99;纯味系列;300克; (已有0人评论);减少数量 增加数量;;na;;;;
395;独立下单 全网独家代理 真空包装 绝味好吃停不下 麻辣鸭爪子 300克;http://www.chishenghuo.com/eimages/201410/goods_img/395_P_1413854236973.jpg;独立下单,全网独家代理,真空包装,绝味好吃停不下,麻辣鸭爪子,300克,纯味熟食系列,纯味鸭脖系列;EYM000395;$16.99;纯味系列;300克; (已有0人评论);减少数量 增加数量;;na;;;;
396;台湾承牌 酸菜牛肉全麦快煮拉面 400g;http://www.chishenghuo.com/eimages/201409/goods_img/396_P_1411688606873.jpg;台湾承牌,酸菜牛肉全麦快煮拉面,400g,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;YL-4053;$2.99;承牌;400克; (已有0人评论);减少数量 增加数量;;na;中华;;;
397;独立下单 全网独家代理 真空包装 绝味好吃停不下 麻辣鸭胗 300克;http://www.chishenghuo.com/eimages/201410/goods_img/397_P_1413854618437.jpg;独立下单,全网独家代理,真空包装,绝味好吃停不下,麻辣鸭胗,300克,纯味熟食系列,纯味鸭脖系列;EYM000397;$16.99;纯味系列;300克; (已有0人评论);减少数量 增加数量;;na;;;;
398;独立下单 全网独家代理 真空包装 绝味好吃停不下 麻辣鸭舌头 60只独立下单;http://www.chishenghuo.com/eimages/201410/goods_img/398_P_1413854504381.jpg;独立下单,全网独家代理,真空包装,绝味好吃停不下,麻辣鸭舌头,60只独立下单,纯味熟食系列,纯味鸭脖系列;EYM000398;$39.99;纯味系列;120克; (已有0人评论);减少数量 增加数量;;na;;;;
399;独立下单 全网独家代理 真空包装 绝味好吃停不下 泡椒凤爪 450克;http://www.chishenghuo.com/eimages/201410/goods_img/399_P_1413854176321.jpg;独立下单,全网独家代理,真空包装,绝味好吃停不下,泡椒凤爪,450克,纯味熟食系列,纯味鸭脖系列;EYM000399;$16.99;纯味系列;450克; (已有0人评论);减少数量 增加数量;;na;;;;
400;力成马标ROXY麻婆豆腐调料包35克;http://www.chishenghuo.com/eimages/201409/goods_img/400_P_1412016436988.jpg;力成马标ROXY麻婆豆腐调料包35克,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-5060;$2.49;ROXY力成马标;35克; (已有0人评论);减少数量 增加数量;;na;中华;;;
401;中国驰名眉州东坡 王家渡麻辣香锅料200g;http://www.chishenghuo.com/eimages/201409/goods_img/401_P_1411774932575.jpg;中国驰名眉州东坡,王家渡麻辣香锅料200g,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-0934;$3.69;王家渡;200克; (已有0人评论);减少数量 增加数量;;na;中华;;;
402;80后经典 大白兔奶糖 回忆童年的味道;http://www.chishenghuo.com/eimages/201410/goods_img/402_P_1413414250304.jpg;80后经典,大白兔奶糖,回忆童年的味道,奶糖,软糖,夹心糖,糖果,软糖,巧克力,休闲零食;YL-2030;$2.35;大白兔;180克; (已有0人评论);减少数量 增加数量;;na;中华;;;
404;日本乐天LOTTE CUSTARD 蛋糕;http://www.chishenghuo.com/eimages/201409/goods_img/404_P_1412011271453.png;日本乐天LOTTE,CUSTARD,蛋糕,蛋糕,面包,派,饼干,糕点,甜品,休闲零食;NI-4366;$5.25;LOTTE乐天;120克; (已有0人评论);减少数量 增加数量;;na;日本;;;
405;日本乐天LOTTE 抹茶CUSTARD 蛋糕;http://www.chishenghuo.com/eimages/201409/goods_img/405_P_1412011751267.jpg;日本乐天LOTTE,抹茶CUSTARD,蛋糕,蛋糕,面包,派,饼干,糕点,甜品,休闲零食;NI-1400;$5.45;LOTTE乐天;120克; (已有0人评论);减少数量 增加数量;;na;日本;;;
407;大金桥牌 龙虾片;http://www.chishenghuo.com/eimages/201409/goods_img/407_P_1412013514133.jpg;大金桥牌,龙虾片,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;YL-0145;$2.49;大金桥牌;227克; (已有0人评论);减少数量 增加数量;;na;中华;;;
408;老孔香辣蟹川菜调味料;http://www.chishenghuo.com/eimages/201410/goods_img/408_P_1412802815829.jpg;老孔香辣蟹川菜调味料,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-2002;$2.28;AH HUNG老孔;200克; (已有0人评论);减少数量 增加数量;;na;中华;;;
409;老孔宫保鸡酱汁川菜调味料;http://www.chishenghuo.com/eimages/201410/goods_img/409_P_1412802781184.jpg;老孔宫保鸡酱汁川菜调味料,调味,酱料,卤包,海味,调味,养生,休闲零食;YL-2001;$2.28;AH HUNG老孔;200克; (已有0人评论);减少数量 增加数量;;na;中华;;;
417;日本D-PLUS天然酵母持久保鲜面包 小仓浓香绵密红豆味;http://www.chishenghuo.com/eimages/201409/goods_img/417_P_1412026142853.jpg;日本D-PLUS天然酵母持久保鲜面包,小仓浓香绵密红豆味,蛋糕,面包,派,饼干,糕点,甜品,休闲零食;NI-0957;$1.99;D-PLUS;80克; (已有0人评论);减少数量 增加数量;;na;日本;;;
419;韩国WANG罐装即食泡菜 160g;http://www.chishenghuo.com/eimages/201409/goods_img/419_P_1412027053854.png;韩国WANG罐装即食泡菜,160g,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-2588;$2.24;韩国WANG食品;160克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
420;韩国WANG 麻婆豆腐调料包 130g 甘口;http://www.chishenghuo.com/eimages/201409/goods_img/420_P_1412027647793.jpg;韩国WANG,麻婆豆腐调料包,130g,甘口,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-7196;$3.19;韩国WANG食品;130克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
421;韩国WANG 麻婆豆腐调料包 130g 大辛;http://www.chishenghuo.com/eimages/201409/goods_img/421_P_1412027916007.jpg;韩国WANG,麻婆豆腐调料包,130g,大辛,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-7197;$3.19;韩国WANG食品;130克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
422;韩国WANG美味鲜蟹味迷你鱼肠 24条;http://www.chishenghuo.com/eimages/201409/goods_img/422_P_1412029215544.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/422_P_1414191085579.jpg;韩国WANG美味鲜蟹味迷你鱼肠,24条,海味,鱿鱼丝,海苔,鱼肠,海味,调味,养生,休闲零食;WA-4601;$7.59;韩国WANG食品;408克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
423;韩国农心虾片 休闲好零食 45g;http://www.chishenghuo.com/eimages/201409/goods_img/423_P_1412112860573.jpg;韩国农心虾片,休闲好零食,45g,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;WA-1632;$1.99;NONGSHIM农心;45克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
424;韩国农心天然香蕉薯条;http://www.chishenghuo.com/eimages/201409/goods_img/424_P_1412029722630.jpg;韩国农心天然香蕉薯条,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;WA-1540;$1.99;NONGSHIM农心;45克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
426;韩国农心八爪鱼海鲜薯片;http://www.chishenghuo.com/eimages/201409/goods_img/426_P_1412031838934.jpg;韩国农心八爪鱼海鲜薯片,薯片,虾条,干吃面,休闲,膨化,薯片,休闲零食;WA-0110;$1.99;NONGSHIM农心;60克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
427;韩国WANG 全麦休闲小饼干85g 小朋友最爱;http://www.chishenghuo.com/eimages/201409/goods_img/427_P_1412033290486.jpg;韩国WANG,全麦休闲小饼干85g,小朋友最爱,饼干,曲奇,威化,饼干,糕点,甜品,休闲零食;WA-7245;$1.89;韩国WANG食品;86克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
428;韩国农心辣海鲜杯面 62g;http://www.chishenghuo.com/eimages/201409/goods_img/428_P_1412034646776.jpg;韩国农心辣海鲜杯面,62g,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-1707;$1.99;NONGSHIM农心;62克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
429;韩国农心Tempura杯面 62g;http://www.chishenghuo.com/eimages/201409/goods_img/429_P_1412034914949.jpg;韩国农心Tempura杯面,62g,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-1709;$1.99;NONGSHIM农心;62克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
430;韩国农心鲜虾杯面 67g;http://www.chishenghuo.com/eimages/201410/goods_img/430_P_1412356213798.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/430_P_1412356227700.jpg;韩国农心鲜虾杯面,67g,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-1711;$2.19;NONGSHIM农心;67克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
431;韩国农心牛骨雪浓汤面;http://www.chishenghuo.com/eimages/201409/goods_img/431_P_1412101648415.jpg,http://www.chishenghuo.com/eimages/201409/goods_img/431_P_1412101737597.jpg;韩国农心牛骨雪浓汤面,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;WA-2594;$1.99;NONGSHIM农心;75克; (已有0人评论);减少数量 增加数量;;na;韩国;;;
432;江苏特产 金梅野生凤尾鱼;http://www.chishenghuo.com/eimages/201409/goods_img/432_P_1412102626184.jpg;江苏特产,金梅野生凤尾鱼,拌饭,罐头,蛋类,方便,速食,饮料,休闲零食;YL-9498;$3.49;金梅;184克; (已有0人评论);减少数量 增加数量;;na;中华;;;
435;富成牌 精选名贵药材 熟地 200g;http://www.chishenghuo.com/eimages/201409/goods_img/435_P_1412113088222.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/435_P_1412793871109.jpg;富成牌,精选名贵药材,熟地,200g,滋补品,药材,海味,调味,养生,休闲零食;YL-0635;$9.99;富成牌;200克; (已有0人评论);减少数量 增加数量;;na;中华;;;
436;爱心靓汤 汤包113g 去湿 消水肿 健脾 益胃;http://www.chishenghuo.com/eimages/201409/goods_img/436_P_1412113977627.jpg;爱心靓汤,汤包113g,去湿,消水肿,健脾,益胃,五谷杂粮,干货,汤包,海味,调味,养生,休闲零食;YL-1164;$1.49;中国特产;113克; (已有0人评论);减少数量 增加数量;;na;中华;;;
437;台湾刀削面 粗条 不添加防腐剂 500g;http://www.chishenghuo.com/eimages/201409/goods_img/437_P_1412114639730.jpg,http://www.chishenghuo.com/eimages/201411/goods_img/437_P_1416333243718.jpg;台湾刀削面,粗条,不添加防腐剂,500g,方便面,手擀面,港式炒面,方便,速食,饮料,休闲零食;YL-31020;$4.49;;500克; (已有0人评论);减少数量 增加数量;;na;中华;;;
439;广西名牌 葛仙翁 四时清热感冒茶 10g×16小包;http://www.chishenghuo.com/eimages/201409/goods_img/439_P_1412115555675.jpg;广西名牌,葛仙翁,四时清热感冒茶,10g×16小包,奶茶,咖啡,冲饮,方便,速食,饮料,休闲零食;YL-6266;$2.49;葛仙翁;160克; (已有0人评论);减少数量 增加数量;;na;中华;;;
440;蔡氏 板蓝根冲剂 200g;http://www.chishenghuo.com/eimages/201409/goods_img/440_P_1412115864899.jpg;蔡氏,板蓝根冲剂,200g,奶茶,咖啡,冲饮,方便,速食,饮料,休闲零食;YL-1536;$2.49;蔡氏;200克; (已有0人评论);减少数量 增加数量;;na;中华;;;
442;富成牌 精选名贵药材 北芪 283g;http://www.chishenghuo.com/eimages/201409/goods_img/442_P_1412117363801.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/442_P_1412793807377.jpg;富成牌,精选名贵药材,北芪,283g,滋补品,药材,海味,调味,养生,休闲零食;YL-0639;$15.99;宝岛;283克; (已有0人评论);减少数量 增加数量;;na;中华;;;
443;富成牌 精选名贵药材 生地 200g;http://www.chishenghuo.com/eimages/201409/goods_img/443_P_1412118314771.jpg;富成牌,精选名贵药材,生地,200g,滋补品,药材,海味,调味,养生,休闲零食;YL-0637;$9.99;富成牌;200克; (已有0人评论);减少数量 增加数量;;na;中华;;;
444;佳盛 台湾海峡紫菜 60g 纯天然无污染;http://www.chishenghuo.com/eimages/201409/goods_img/444_P_1412118812147.jpg;佳盛,台湾海峡紫菜,60g,纯天然无污染,五谷杂粮,干货,汤包,海味,调味,养生,休闲零食;YL-7015;$2.99;佳盛;60克; (已有0人评论);减少数量 增加数量;;na;中华;;;
446;台湾宝岛肉脯 4oz;http://www.chishenghuo.com/eimages/201409/goods_img/446_P_1412120783213.jpg;台湾宝岛肉脯,4oz,拌饭,罐头,蛋类,方便,速食,饮料,休闲零食;YL-0012;$2.95;宝岛;272克; (已有0人评论);减少数量 增加数量;;na;中华;;;
447;富成牌 精选名贵药材 当归 283g;http://www.chishenghuo.com/eimages/201409/goods_img/447_P_1412121117072.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/447_P_1412793828657.jpg;富成牌,精选名贵药材,当归,283g,滋补品,药材,海味,调味,养生,休闲零食;YL-0638;$15.99;富成牌;283克; (已有0人评论);减少数量 增加数量;;na;中华;;;
448;富成牌 精选名贵药材 防党 283g;http://www.chishenghuo.com/eimages/201410/goods_img/448_P_1412179638786.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/448_P_1412798912758.jpg;富成牌,精选名贵药材,防党,283g,滋补品,药材,海味,调味,养生,休闲零食;YL-0636;$25.99;富成牌;283克; (已有0人评论);减少数量 增加数量;;na;中华;;;
450;富成牌 精选名贵药材 赤灵芝片 38g;http://www.chishenghuo.com/eimages/201410/goods_img/450_P_1412180782457.jpg,http://www.chishenghuo.com/eimages/201410/goods_img/450_P_1412793899201.jpg;富成牌,精选名贵药材,赤灵芝片,38g,滋补品,药材,海味,调味,养生,休闲零食;YL-2883;$9.99;富成牌;38克; (已有0人评论);减少数量 增加数量;;na;中华;;;
